gene_id,gene_symbol,gene_name,alternate_names,alternate_symbols,vip_status
PA27055,CXADR,CXADR Ig-like cell adhesion molecule,"""CXADR Ig-like cell adhesion molecule"", ""CXADR, Ig-like cell adhesion molecule"", ""coxsackie virus and adenovirus receptor""",CAR,Yes
PA35050,CXCL1,C-X-C motif chemokine ligand 1,"""chemokine (C-X-C motif) ligand 1 (melanoma growth stimulating activity, alpha)"", ""melanoma growth stimulating activity, alpha""","FSP, GRO1, GROa, MGSA, MGSA-a, NAP-3, SCYB1",Yes
PA35568,CXCL10,C-X-C motif chemokine ligand 10,chemokine (C-X-C motif) ligand 10,"C7, IFI10, INP10, IP-10, SCYB10, crg-2, gIP-10, mob-1",Yes
PA35569,CXCL11,C-X-C motif chemokine ligand 11,chemokine (C-X-C motif) ligand 11,"H174, I-TAC, IP-9, SCYB11, SCYB9B, b-R1",Yes
PA35602,CXCL12,C-X-C motif chemokine ligand 12,chemokine (C-X-C motif) ligand 12,"PBSF, SCYB12, SDF-1a, SDF-1b, SDF1, SDF1A, SDF1B, TLSF-a, TLSF-b, TPAR1",Yes
PA35570,CXCL13,C-X-C motif chemokine ligand 13,"B-cell chemoattractant, chemokine (C-X-C motif) ligand 13","ANGIE, ANGIE2, BCA-1, BLC, BLR1L, SCYB13",Yes
PA35571,CXCL14,C-X-C motif chemokine ligand 14,"breast and kidney, chemokine (C-X-C motif) ligand 14","BMAC, BRAK, KS1, Kec, MIP-2g, NJAC, SCYB14, bolekine",Yes
PA27057,CXCL16,C-X-C motif chemokine ligand 16,"CXC chemokine ligand 16, chemokine (C-X-C motif) ligand 16","CXCLG16, SR-PSOX, SRPSOX",Yes
PA162383045,CXCL17,C-X-C motif chemokine ligand 17,chemokine (C-X-C motif) ligand 17,"DMC, Dcip1, UNQ473, VCC1",Yes
PA35051,CXCL2,C-X-C motif chemokine ligand 2,chemokine (C-X-C motif) ligand 2,"CINC-2a, GRO2, GROb, MGSA-b, MIP-2a, SCYB2",Yes
PA35052,CXCL3,C-X-C motif chemokine ligand 3,chemokine (C-X-C motif) ligand 3,"CINC-2b, GRO3, GROg, MIP-2b, SCYB3",Yes
PA35573,CXCL5,C-X-C motif chemokine ligand 5,chemokine (C-X-C motif) ligand 5,"ENA-78, SCYB5",Yes
PA35574,CXCL6,C-X-C motif chemokine ligand 6,"chemokine (C-X-C motif) ligand 6, granulocyte chemotactic protein 2","CKA-3, GCP-2, SCYB6",Yes
PA29841,CXCL8,C-X-C motif chemokine ligand 8,"alveolar macrophage chemotactic factor I, beta endothelial cell-derived neutrophil activating peptide, chemokine (C-X-C motif) ligand 8, granulocyte chemotactic protein 1, interleukin 8, lung giant cell carcinoma-derived chemotactic protein, lymphocyte derived neutrophil activating peptide, monocyte-derived neutrophil chemotactic factor, monocyte-derived neutrophil-activating peptide, neutrophil-activating peptide 1, tumor necrosis factor-induced gene 1","3-10C, AMCF-I, CXCL8, GCP-1, GCP1, IL-8, IL8, K60, LECT, LUCT, LYNAP, MDNCF, MONAP, NAF, NAP-1, NAP1, SCYB8, TSG-1, b-ENAP",Yes
PA35495,CXCL9,C-X-C motif chemokine ligand 9,chemokine (C-X-C motif) ligand 9,"CMK, Humig, MIG, SCYB9, crg-10",Yes
PA29842,CXCR1,C-X-C motif chemokine receptor 1,chemokine (C-X-C motif) receptor 1,"CD181, CDw128a, CKR-1, CMKAR1, IL8RA",Yes
PA29843,CXCR2,C-X-C motif chemokine receptor 2,chemokine (C-X-C motif) receptor 2,"CD182, CMKAR2, IL8RB",Yes
PA29844,CXCR2P1,chemokine (C-X-C motif) receptor 2 pseudogene 1,Unknown,Unknown,Yes
PA35049,CXCR3,C-X-C motif chemokine receptor 3,chemokine (C-X-C motif) receptor 3,"CD183, CKR-L2, CMKAR3, GPR9, IP10-R, MigR",Yes
PA27058,CXCR4,C-X-C motif chemokine receptor 4,chemokine (C-X-C motif) receptor 4,"CD184, D2S201E, HM89, HSY3RR, LESTR, NPY3R, NPYR, NPYY3R, fusin",Yes
PA162383046,CXCR5,C-X-C motif chemokine receptor 5,chemokine (C-X-C motif) receptor 5,"BLR1, CD185, MDR15",Yes
PA38409,CXCR6,C-X-C motif chemokine receptor 6,chemokine (C-X-C motif) receptor 6,"BONZO, CD186, STRL33, TYMSTR",Yes
PA134955144,CXorf38,chromosome X open reading frame 38,Unknown,MGC39350,Yes
PA164718460,CXorf49,chromosome X open reading frame 49,Unknown,Unknown,Yes
PA164718478,CXorf49B,chromosome X open reading frame 49B,Unknown,Unknown,Yes
PA162383072,CXorf51A,chromosome X open reading frame 51A,Unknown,CXorf51,Yes
PA166180601,CXorf51B,chromosome X open reading frame 51B,Unknown,Unknown,Yes
PA145149060,CXorf58,chromosome X open reading frame 58,Unknown,FLJ25444,Yes
PA164718500,CXorf65,chromosome X open reading frame 65,Unknown,Unknown,Yes
PA164718516,CXorf66,chromosome X open reading frame 66,"secreted glycoprotein, X-linked","RP11-35F15.2, SGPX",Yes
PA134908762,CXXC1,CXXC finger protein 1,"""CpG binding protein"", ""DNA-binding protein with PHD finger and CXXC domain"", ""zinc finger, CpG binding-type containing 1""","CFP1, CGBP, HsT2645, PCCX1, PHF18, SPP1, ZCGPC1, hCGBP",Yes
PA134958275,CXXC1P1,CXXC finger protein 1 pseudogene 1,Unknown,FLJ36789,Yes
PA134992016,CXXC4,CXXC finger protein 4,Dvl-binding protein IDAX (inhibition of the Dvl and Axin complex),IDAX,Yes
PA128394661,CXXC5,CXXC finger protein 5,"WT1-induced Inhibitor of Dishevelled, retinoid-inducible nuclear factor","HSPC195, RINF, WID",Yes
PA27069,CYB561,cytochrome b561,"""Transmembrane ascorbate-dependent reductase CYB561"", ""chromaffin granule CYB561"", ""cytochrome b561 family, member A1"", ""ferric-chelate reductase 2""","CGCytb, CYB561A1, FRRS2",Yes
PA134880796,CYB561A3,cytochrome b561 family member A3,"""Lysosomal membrane ascorbate-dependent ferrireductase"", ""cytochrome b561 family, member A3"", ""lysosomal cytochrome b561""","CYBASC3, LCYTB",Yes
PA134872038,CYB561D1,cytochrome b561 family member D1,"cytochrome b561 family, member D1","FLJ39035, FLJ44753",Yes
PA134977950,CYB561D2,cytochrome b561 family member D2,"""cytochrome b561 family, member D2"", ""putative tumor suppressor 101F6"", ""tumor suppressor cytochrome b561""","101F6, TSCytb, TSP10",Yes
PA27068,CYB5A,cytochrome b5 type A,"Microsomal cytochrome b5, cytochrome b5 type A (microsomal)","CYB5, MCB5",Yes
PA27071,CYB5AP2,cytochrome b-5 pseudogene 2,Unknown,Unknown,Yes
PA27072,CYB5AP3,cytochrome b5 type A (microsomal) pseudogene 3,Unknown,Psgb-5-1,Yes
PA27073,CYB5AP4,cytochrome b5 type A (microsomal) pseudogene 4,Unknown,"Psgb-5-2, bA189G24.1",Yes
PA27074,CYB5AP5,cytochrome b-5 pseudogene 5,Unknown,Unknown,Yes
PA143485445,CYB5B,cytochrome b5 type B,cytochrome b5 type B (outer mitochondrial membrane),CYB5-M,Yes
PA142672058,CYB5D1,cytochrome b5 domain containing 1,Unknown,FLJ32499,Yes
PA142672059,CYB5D2,cytochrome b5 domain containing 2,neuferricin,MGC32124,Yes
PA134979668,CYB5R1,cytochrome b5 reductase 1,Unknown,"NQO3A2, humb5R2",Yes
PA142672060,CYB5R2,cytochrome b5 reductase 2,Unknown,Unknown,Yes
PA27331,CYB5R3,cytochrome b5 reductase 3,NADH-cytochrome b5 reductase 3,"B5R, DIA1",Yes
PA134904907,CYB5R4,cytochrome b5 reductase 4,Unknown,"NCB5OR, b5+b5R, dJ676J13.1",Yes
PA164718527,CYB5RL,cytochrome b5 reductase like,cytochrome b5 reductase-like,LOC606495,Yes
PA27075,CYBA,cytochrome b-245 alpha chain,"""Cytochrome b-245 light chain"", ""cytochrome b-245, alpha polypeptide"", ""flavocytochrome b-558 alpha polypeptide""","p22-PHOX, p22phox",Yes
PA27076,CYBB,cytochrome b-245 beta chain,"""Cytochrome b-245 heavy chain"", ""Cytochrome b558 subunit beta"", ""NADPH oxidase 2"", ""cytochrome b-245, beta polypeptide""","CGD, GP91-PHOX, GP91PHOX, NOX2, p91-PHOX",Yes
PA142672245,CYBC1,cytochrome b-245 chaperone 1,chromosome 17 open reading frame 62,"C17orf62, Eros, FLJ90469, MGC4368",Yes
PA134970061,CYBRD1,cytochrome b reductase 1,"""Plasma membrane ascorbate-dependent reductase CYBRD1"", ""cytochrome b561 family, member A2"", ""duodenal cytochrome b"", ""ferric-chelate reductase 3""","CYB561A2, DCYTB, FLJ23462, FRRS3",Yes
PA27077,CYC1,cytochrome c1,cytochrome c-1,UQCR4,Yes
PA134981636,CYCS,"cytochrome c, somatic",Unknown,"CYC, HCS",Yes
PA134928705,CYCSP1,"cytochrome c, somatic pseudogene 1",Unknown,"HC5, HCP36",Yes
PA142672036,CYCSP10,"cytochrome c, somatic pseudogene 10",Unknown,HCP10,Yes
PA142672037,CYCSP11,"cytochrome c, somatic pseudogene 11",Unknown,HCP11,Yes
PA142672038,CYCSP12,"cytochrome c, somatic pseudogene 12",Unknown,"HCP12, HCP13",Yes
PA142672040,CYCSP14,"cytochrome c, somatic pseudogene 14",Unknown,HCP14,Yes
PA142672041,CYCSP16,"cytochrome c, somatic pseudogene 16",Unknown,HCP16,Yes
PA142672042,CYCSP17,"cytochrome c, somatic pseudogene 17",Unknown,HCP17,Yes
PA142672043,CYCSP18,"cytochrome c, somatic pseudogene 18",Unknown,HCP18,Yes
PA142672044,CYCSP19,"cytochrome c, somatic pseudogene 19",Unknown,HCP19,Yes
PA134878580,CYCSP2,"cytochrome c, somatic pseudogene 2",Unknown,HCP37,Yes
PA142672045,CYCSP20,"cytochrome c, somatic pseudogene 20",Unknown,HCP20,Yes
PA142672046,CYCSP22,"cytochrome c, somatic pseudogene 22",Unknown,HCP22,Yes
PA142672047,CYCSP23,"cytochrome c, somatic pseudogene 23",Unknown,HCP23,Yes
PA142672048,CYCSP24,"cytochrome c, somatic pseudogene 24",Unknown,"HC3, HCP24, HCP31",Yes
PA142672049,CYCSP25,"cytochrome c, somatic pseudogene 25",Unknown,"HC10, HCP25",Yes
PA142672050,CYCSP26,"cytochrome c, somatic pseudogene 26",Unknown,HCP26,Yes
PA142672051,CYCSP27,"cytochrome c, somatic pseudogene 27",Unknown,HCP27,Yes
PA142672052,CYCSP28,"cytochrome c, somatic pseudogene 28",Unknown,HCP28,Yes
PA142672053,CYCSP29,"cytochrome c, somatic pseudogene 29",Unknown,HCP29,Yes
PA134919912,CYCSP3,"cytochrome c, somatic pseudogene 3",Unknown,"HCP21, HS7",Yes
PA142672054,CYCSP30,"cytochrome c, somatic pseudogene 30",Unknown,HCP30,Yes
PA142672055,CYCSP32,"cytochrome c, somatic pseudogene 32",Unknown,HCP32,Yes
PA142672056,CYCSP33,"cytochrome c, somatic pseudogene 33",Unknown,HCP33,Yes
PA142672017,CYCSP34,"cytochrome c, somatic pseudogene 34",Unknown,HCP34,Yes
PA142672018,CYCSP35,"cytochrome c, somatic pseudogene 35",Unknown,"HC8, HCP35",Yes
PA142672019,CYCSP38,"cytochrome c, somatic pseudogene 38",Unknown,"HC2, HCP38",Yes
PA142672020,CYCSP39,"cytochrome c, somatic pseudogene 39",Unknown,"HC1, HCP39",Yes
PA142672031,CYCSP4,"cytochrome c, somatic pseudogene 4",Unknown,HCP4,Yes
PA142672021,CYCSP40,"cytochrome c, somatic pseudogene 40",Unknown,"HC7, HCP40",Yes
PA27078,CYCSP41,"cytochrome c, somatic pseudogene 41",Unknown,HCP41,Yes
PA27079,CYCSP42,"cytochrome c, somatic pseudogene 42",Unknown,Unknown,Yes
PA142672022,CYCSP43,"cytochrome c, somatic pseudogene 43",Unknown,HCP43,Yes
PA142672023,CYCSP44,"cytochrome c, somatic pseudogene 44",Unknown,HCP44,Yes
PA142672024,CYCSP45,"cytochrome c, somatic pseudogene 45",Unknown,HCP45,Yes
PA142672025,CYCSP46,"cytochrome c, somatic pseudogene 46",Unknown,"HCP46, HCP47",Yes
PA142672026,CYCSP48,"cytochrome c, somatic pseudogene 48",Unknown,HCP48,Yes
PA142672027,CYCSP49,"cytochrome c, somatic pseudogene 49",Unknown,HCP49,Yes
PA142672032,CYCSP5,"cytochrome c, somatic pseudogene 5",Unknown,HCP5,Yes
PA142672028,CYCSP51,"cytochrome c, somatic pseudogene 51",Unknown,HCP1,Yes
PA142672029,CYCSP52,"cytochrome c, somatic pseudogene 52",Unknown,"HC6, HCP2",Yes
PA142672030,CYCSP53,"cytochrome c, somatic pseudogene 53",Unknown,HCP3,Yes
PA134902266,CYCSP55,"cytochrome c, somatic pseudogene 55",Unknown,"HCP15, bA513I15.3",Yes
PA142672033,CYCSP6,"cytochrome c, somatic pseudogene 6",Unknown,HCP6,Yes
PA142672034,CYCSP7,"cytochrome c, somatic pseudogene 7",Unknown,HCP7,Yes
PA142672035,CYCSP8,"cytochrome c, somatic pseudogene 8",Unknown,HCP8,Yes
PA38367,CYFIP1,cytoplasmic FMR1 interacting protein 1,"cytoplasmic FMRP interacting protein 1, selective hybridizing clone","KIAA0068, P140SRA-1, SHYC",Yes
PA38368,CYFIP2,cytoplasmic FMR1 interacting protein 2,p53 inducible protein,PIR121,Yes
PA27080,CYGB,cytoglobin,"histoglobin, stellate cell activation-associated protein","HGB, STAP",Yes
PA27082,CYLC1,cylicin 1,"""cylicin 1"", ""cylicin, basic protein of sperm head cytoskeleton 1""",Unknown,Yes
PA27083,CYLC2,cylicin 2,"cylicin, basic protein of sperm head cytoskeleton 2",Unknown,Yes
PA27084,CYLD,CYLD lysine 63 deubiquitinase,"cylindromatosis (turban tumor syndrome), ubiquitin specific peptidase like 2","CYLD1, KIAA0849, USPL2",Yes
PA27087,CYMP,chymosin pseudogene,Unknown,Unknown,Yes
PA27089,CYP11A1,cytochrome P450 family 11 subfamily A member 1,"""cholesterol monooxygenase (side-chain-cleaving)"", ""cytochrome P450, family 11, subfamily A, polypeptide 1""","CYP11A, P450SCC",Yes
PA133,CYP11B1,cytochrome P450 family 11 subfamily B member 1,"""cytochrome P450, family 11, subfamily B, polypeptide 1"", ""steroid 11-beta-monooxygenase""","CPN1, CYP11B, FHI, P450C11",Yes
PA134,CYP11B2,cytochrome P450 family 11 subfamily B member 2,"""cytochrome P450, family 11, subfamily B, polypeptide 2"", ""steroid 11-beta-monooxygenase""","ALDOS, CPN2, CYP11B, CYP11BL, P-450C18, P450aldo",Yes
PA27090,CYP17A1,cytochrome P450 family 17 subfamily A member 1,"""Steroid 17-alpha-monooxygenase"", ""cytochrome P450, family 17, subfamily A, polypeptide 1""","CPT7, CYP17, P450C17, S17AH",Yes
PA134973774,CYP17A1-AS1,CYP17A1 antisense RNA 1,Unknown,bA753C18.3,Yes
PA27091,CYP19A1,cytochrome P450 family 19 subfamily A member 1,"cytochrome P450, family 19, subfamily A, polypeptide 1","ARO, ARO1, CPV1, CYAR, CYP19, P-450AROM, aromatase",Yes
PA27092,CYP1A1,cytochrome P450 family 1 subfamily A member 1,"cytochrome P450, family 1, subfamily A, polypeptide 1","CP11, CYP1, P1-450, P450-C, P450DX",Yes
PA27093,CYP1A2,cytochrome P450 family 1 subfamily A member 2,"cytochrome P450, family 1, subfamily A, polypeptide 2","CP12, P3-450",Yes
PA27094,CYP1B1,cytochrome P450 family 1 subfamily B member 1,"cytochrome P450, family 1, subfamily B, polypeptide 1","CP1B, GLC3A",Yes
PA164717145,CYP1B1-AS1,CYP1B1 antisense RNA 1,Unknown,MGC34824,Yes
PA134911420,CYP20A1,cytochrome P450 family 20 subfamily A member 1,"cytochrome P450, family 20, subfamily A, polypeptide 1",CYP-M,Yes
PA27095,CYP21A1P,"cytochrome P450, family 21, subfamily A, polypeptide 1 pseudogene",Unknown,P450c21A,Yes
PA27096,CYP21A2,cytochrome P450 family 21 subfamily A member 2,"""Steroid 21-monooxygenase"", ""cytochrome P450, family 21, subfamily A, polypeptide 2""","CA21H, CAH1, CPS1, CYP21, CYP21B, P450c21B",Yes
PA27097,CYP24A1,cytochrome P450 family 24 subfamily A member 1,"cytochrome P450, family 24, subfamily A, polypeptide 1","CP24, CYP24, P450-CC24, lncBCAS1-4_1",Yes
PA27098,CYP26A1,cytochrome P450 family 26 subfamily A member 1,"cytochrome P450, family 26, subfamily A, polypeptide 1","CP26, CYP26, P450RAI, P450RAI1",Yes
PA134879191,CYP26B1,cytochrome P450 family 26 subfamily B member 1,"cytochrome P450, family 26, subfamily B, polypeptide 1",P450RAI-2,Yes
PA134913464,CYP26C1,cytochrome P450 family 26 subfamily C member 1,"cytochrome P450, family 26, subfamily C, polypeptide 1",Unknown,Yes
PA135,CYP27A1,cytochrome P450 family 27 subfamily A member 1,"""cerebrotendinous xanthomatosis"", ""cytochrome P450, family 27, subfamily A, polypeptide 1""","CP27, CTX, CYP27",Yes
PA27099,CYP27B1,cytochrome P450 family 27 subfamily B member 1,"""1alpha(OH)ase"", ""25-Hydroxyvitamin D3 1alpha-hydroxylase"", ""Calcidiol 1-monooxygenase"", ""VDDR I"", ""cytochrome P450, family 27, subfamily B, polypeptide 1""","CYP1, P450c1, PDDR, VDD1",Yes
PA162383091,CYP27C1,cytochrome P450 family 27 subfamily C member 1,"cytochrome P450, family 27, subfamily C, polypeptide 1",FLJ16008,Yes
PA27100,CYP2A,"cytochrome P450, family 2, subfamily A",Unknown,"CYP2, P450C2, P450C2A, P450PB",Yes
PA27101,CYP2A13,cytochrome P450 family 2 subfamily A member 13,"cytochrome P450, family 2, subfamily A, polypeptide 13","CPAD, CYP2A",Yes
PA121,CYP2A6,cytochrome P450 family 2 subfamily A member 6,"cytochrome P450, family 2, subfamily A, polypeptide 6","CPA6, CYP2A, CYP2A3",Yes
PA27102,CYP2A7,cytochrome P450 family 2 subfamily A member 7,"cytochrome P450, family 2, subfamily A, polypeptide 7",CYP2A,Yes
PA27103,CYP2A7P1,"cytochrome P450, family 2, subfamily A, polypeptide 7 pseudogene 1",Unknown,"CYP2A18PC, CYP2A18PN, CYP2A7PT",Yes
PA123,CYP2B6,cytochrome P450 family 2 subfamily B member 6,"cytochrome P450, family 2, subfamily B, polypeptide 6","CPB6, CYP2B, CYPIIB6",Yes
PA27106,CYP2B7P1,"cytochrome P450, family 2, subfamily B, polypeptide 7 pseudogene 1",Unknown,"CYP2B, CYP2B7P",Yes
PA127,CYP2C18,cytochrome P450 family 2 subfamily C member 18,"cytochrome P450, family 2, subfamily C, polypeptide 18","CPCI, CYP2C, CYP2C17, P450IIC17",Yes
PA124,CYP2C19,cytochrome P450 family 2 subfamily C member 19,"cytochrome P450, family 2, subfamily C, polypeptide 19","CPCJ, CYP2C, P450IIC19",Yes
PA125,CYP2C8,cytochrome P450 family 2 subfamily C member 8,"cytochrome P450, family 2, subfamily C, polypeptide 8",CPC8,Yes
PA126,CYP2C9,cytochrome P450 family 2 subfamily C member 9,"cytochrome P450, family 2, subfamily C, polypeptide 9","CYP2C10, P450IIC9",Yes
PA128,CYP2D6,cytochrome P450 family 2 subfamily D member 6,"""cytochrome P450 family 2 subfamily D member 6"", ""cytochrome P450, family 2, subfamily D, polypeptide 6""","CPD6, CYP2D, CYP2D7AP, CYP2D7BP, CYP2D7P2, CYP2D8P2, CYP2DL1, P450-DB1, P450C2D",Yes
PA134926902,CYP2D7,cytochrome P450 family 2 subfamily D member 7 (gene/pseudogene),"""cytochrome P450, family 2, subfamily D, polypeptide 7 (gene/pseudogene)"", ""cytochrome P450, family 2, subfamily D, polypeptide 7 pseudogene 1""","CYP2D, CYP2D7, CYP2D7P, CYP2D7P1, CYP2D7P2, CYP2D@",Yes
PA129,CYP2E1,cytochrome P450 family 2 subfamily E member 1,"cytochrome P450, family 2, subfamily E, polypeptide 1",CYP2E,Yes
PA27109,CYP2F1,cytochrome P450 family 2 subfamily F member 1,"cytochrome P450, family 2, subfamily F, polypeptide 1",CYP2F,Yes
PA27110,CYP2G1P,"cytochrome P450, family 2, subfamily G, polypeptide 1 pseudogene",Unknown,CYP2GP1,Yes
PA27111,CYP2G2P,"cytochrome P450, family 2, subfamily G, polypeptide 2 pseudogene",Unknown,CYP2GP2,Yes
PA27112,CYP2J2,cytochrome P450 family 2 subfamily J member 2,"cytochrome P450, family 2, subfamily J, polypeptide 2",Unknown,Yes
PA134986407,CYP2R1,cytochrome P450 family 2 subfamily R member 1,"""Vitamin D 25-hydroxylase"", ""cytochrome P450, family 2, subfamily R, polypeptide 1""",Unknown,Yes
PA27113,CYP2S1,cytochrome P450 family 2 subfamily S member 1,"cytochrome P450, family 2, subfamily S, polypeptide 1",Unknown,Yes
PA38716,CYP2T3P,"cytochrome P450, family 2, subfamily T, polypeptide 3 pseudogene",Unknown,Unknown,Yes
PA134924269,CYP2U1,cytochrome P450 family 2 subfamily U member 1,"""cytochrome P450, family 2, subfamily U, polypeptide 1"", ""spastic paraplegia 49""","SPG49, SPG56",Yes
PA134992665,CYP2W1,cytochrome P450 family 2 subfamily W member 1,"cytochrome P450, family 2, subfamily W, polypeptide 1","FLJ20359, MGC34287",Yes
PA38452,CYP39A1,cytochrome P450 family 39 subfamily A member 1,"cytochrome P450, family 39, subfamily A, polypeptide 1",Unknown,Yes
PA130,CYP3A4,cytochrome P450 family 3 subfamily A member 4,"cytochrome P450, family 3, subfamily A, polypeptide 4",CYP3A3,Yes
PA427,CYP3A43,cytochrome P450 family 3 subfamily A member 43,"cytochrome P450, family 3, subfamily A, polypeptide 43",Unknown,Yes
PA131,CYP3A5,cytochrome P450 family 3 subfamily A member 5,"cytochrome P450, family 3, subfamily A, polypeptide 5","CP35, P450PCN3, PCN3",Yes
PA122,CYP3A7,cytochrome P450 family 3 subfamily A member 7,"cytochrome P450, family 3, subfamily A, polypeptide 7","CP37, P450-HFLA",Yes
PA27117,CYP46A1,cytochrome P450 family 46 subfamily A member 1,"cytochrome P450, family 46, subfamily A, polypeptide 1",CYP46,Yes
PA27118,CYP4A11,cytochrome P450 family 4 subfamily A member 11,"cytochrome P450, family 4, subfamily A, polypeptide 11","CYP4A2, CYP4AII",Yes
PA134979692,CYP4A22,cytochrome P450 family 4 subfamily A member 22,"cytochrome P450, family 4, subfamily A, polypeptide 22",Unknown,Yes
PA27119,CYP4B1,cytochrome P450 family 4 subfamily B member 1,"cytochrome P450, family 4, subfamily B, polypeptide 1",Unknown,Yes
PA27120,CYP4F11,cytochrome P450 family 4 subfamily F member 11,"cytochrome P450, family 4, subfamily F, polypeptide 11",Unknown,Yes
PA38717,CYP4F12,cytochrome P450 family 4 subfamily F member 12,"cytochrome P450, family 4, subfamily F, polypeptide 12",Unknown,Yes
PA27121,CYP4F2,cytochrome P450 family 4 subfamily F member 2,"cytochrome P450, family 4, subfamily F, polypeptide 2",Unknown,Yes
PA162383112,CYP4F22,cytochrome P450 family 4 subfamily F member 22,"cytochrome P450, family 4, subfamily F, polypeptide 22",FLJ39501,Yes
PA27122,CYP4F29P,"cytochrome P450, family 4, subfamily F, polypeptide 29, pseudogene",Unknown,CYP4F-se4[6:7:8],Yes
PA234,CYP4F3,cytochrome P450 family 4 subfamily F member 3,"cytochrome P450, family 4, subfamily F, polypeptide 3","CYP4F, LTB4H",Yes
PA134931591,CYP4F30P,"cytochrome P450, family 4, subfamily F, polypeptide 30, pseudogene",Unknown,"4F-se9[6:7:8], DKFZp434F1719",Yes
PA405,CYP4F8,cytochrome P450 family 4 subfamily F member 8,"cytochrome P450, family 4, subfamily F, polypeptide 8",Unknown,Yes
PA134912942,CYP4V2,cytochrome P450 family 4 subfamily V member 2,"cytochrome P450, family 4, subfamily V, polypeptide 2",CYP4AH1,Yes
PA134933184,CYP4X1,cytochrome P450 family 4 subfamily X member 1,"cytochrome P450, family 4, subfamily X, polypeptide 1",MGC40051,Yes
PA134941057,CYP4Z1,cytochrome P450 family 4 subfamily Z member 1,"cytochrome P450, family 4, subfamily Z, polypeptide 1",CYP4A20,Yes
PA27123,CYP51A1,cytochrome P450 family 51 subfamily A member 1,"cytochrome P450, family 51, subfamily A, polypeptide 1","CP51, CYP51, CYPL1, LDM, P450-14DM, P450L1",Yes
PA132,CYP7A1,cytochrome P450 family 7 subfamily A member 1,"""cholesterol 7 alpha-monooxygenase"", ""cholesterol 7Î±-hydroxylase"", ""cholesterol 7α-hydroxylase"", ""cytochrome P450, family 7, subfamily A, polypeptide 1""",CYP7,Yes
